Fecha,Contenido,Ubicacion,Servicio,Red_Social
2021-10-22 22:40:39+00:00,"@nereidaneurotik Yo tengo mi afore en Coppel, no tengo crédito pero seguro me lo aprueban si lo pido 👀","Distrito Federal, México",seguro,Twitter
2021-10-22 22:40:33+00:00,"Señor quitame estos pensamientos, seguro son producto de Satanás. https://t.co/r42807P931","Bogotá, Colombia",seguro,Twitter
2021-10-22 22:40:24+00:00,@okay_ryann seguro que te queda genial,"Burgos, España",seguro,Twitter
2021-10-22 22:39:51+00:00,@expuca Efectivamente seguro que lo está pensando jajaja,España,seguro,Twitter
2021-10-22 22:39:27+00:00,"@ClaudiaLopez @BogotaColors @FALCAO Seguro que ni el Barrio conoces...
Pobre Bogotá","Bogotá, D.C., Colombia",seguro,Twitter
2021-10-22 22:38:59+00:00,"@Claus_BasareLLi Todo esta mas caro, pero de seguro tienen otros datos","Ecatepec de Morelos, México",seguro,Twitter
2021-10-22 22:38:06+00:00,"@Otavovel @panaclo Seguro sería de Honorable, aunque debiese ser mejor R. De Ruin o M. De Mezquino",mexico,seguro,Twitter
2021-10-22 22:38:00+00:00,Seguro que me dejo por nombrar muchísimos nombres y sobretodo de gente que está ahí y que no sabemos sus nombres pero cada día hacen más grande este partido. La ilusión lo es todo.,"Málaga, Andalucía. España",seguro,Twitter
2021-10-22 22:37:34+00:00,"#Hidalgo | Espera @strabajohgo más presupuesto para Seguro de #Desempleo en 2022, pues en los últimos años ha disminuido considerablemente, por lo que el número de beneficiados fue menor

#Trabajo #STPSH #NoticiasÉnfasis 
https://t.co/HKF1Yqcixf",Ciudad de México,seguro,Twitter
2021-10-22 22:37:13+00:00,@SoyFernandaBlaz Que miedo! El bebé de rosemary seguro igual 😂,México D.F,seguro,Twitter
2021-10-22 22:36:30+00:00,"Va ser difícil, pero seguro es lo mejor.","Jalisco, México",seguro,Twitter
2021-10-22 22:36:18+00:00,@Josealejand02 @cuantolefalta @lopezobrador_ De seguro eres de los que idolata a Porfirio Díaz jajaj,México,seguro,Twitter
2021-10-22 22:36:15+00:00,"¡Atentos #ComPolers! 

Hoy a las 7pm 🇲🇽 tenemos una invitación al #TwitterSpaces con @andreseliascom, que seguro tendrá mucha polémica 🔥 

¡Enlace en el perfil del Máster Andrés! https://t.co/YgbkHexF4K",Ciudad de México,seguro,Twitter
2021-10-22 22:35:47+00:00,"@TDL06757591 Mucho morro tiene, eso seguro 🤣, es guapa, pero se ha destrozado la boca",España,seguro,Twitter
2021-10-22 22:34:58+00:00,@jasbethmendoza En el grupo del seguro y en todas partes*******,"Sinaloa, México",seguro,Twitter
2021-10-22 22:34:53+00:00,"Amparo ganado, pedón seguro.","Zacatecas, México",seguro,Twitter
2021-10-22 22:34:26+00:00,"@davidfresan @LessOlivares @PatyArmendariz Nosenoje, ""contador""

¿O será que ya se acabó el negocio con tus clientes?

Seguro ellos desean hacer donaciones y pagar más impuestos (aunque no les salga más barato)😂","Mexico, Ags",seguro,Twitter
2021-10-22 22:34:11+00:00,"Periodismo de un país desarrollado: la pobreza y desigualdad en países de América Latina lleva a que adultos mayores no logren llegar a tener una pensión, incluso muchos no cuentan con un seguro médico. 

Periodismo colombiano: https://t.co/axej3tYiQO",Colombia,seguro,Twitter
2021-10-22 22:33:59+00:00,"Engin y Burcu Biricik
Engin y Demet Evgar
Engin y Pınar Deniz
Y como no especifica que tengan que ser pareja pues también Engin y Aras. 😎 
Y seguro que se me olvidan otros actores y actrices que ahora mismo no me acuerdo. https://t.co/UqCYqZao4J","Principado de Asturias, España",seguro,Twitter
2021-10-22 22:33:49+00:00,"@velardedaoiz2 https://t.co/JGe7HG84xj
Seguro que es porque bakunan poco...",España,seguro,Twitter
2021-10-22 22:33:47+00:00,¿Por qué no van a pedir la comida al Cáritas Halal de la mezquita? Seguro que les dan todos los días couscous de cordero. https://t.co/oFMtP4nKtI,España,seguro,Twitter
2021-10-22 22:33:46+00:00,@tunelman Seguro😉,CIUDAD-REAL/MÁLAGA/ESPAÑA🇪🇸,seguro,Twitter
2021-10-22 22:33:29+00:00,"@akrazzia @DisruptorFinder @RobertooFinch @eledhmel En una población de tantos millones seguro que hay nostálgicos. Mi tía, por ejemplo, mi tío fue oficial de la KGB. Ellos eran los privilegiados. Son nostálgicos. Lógico!
Buenas noches y en realidad, encantado!",España,seguro,Twitter
2021-10-22 22:33:27+00:00,@itzelmxria @MariaMorenoLoz2 De seguro lo reprobé 🤡🤌,"Sonora, México",seguro,Twitter
2021-10-22 22:33:11+00:00,"Se quejaban porque el vuelo iba lleno y no se podían cambiar de asiento y les daba mala imagen

Dice una ""Este avión está muy sucio, seguro nunca se ha limpiado""
20 SEGUNDOS DESPUÉS SE DERRAMÓ LA COCA-COLA ENCIMA

Mi respuesta ""limpio estaba, que me lo ensucies es otra cosa""",Colombia/España/Escocia,seguro,Twitter
2021-10-22 22:31:57+00:00,"Cartita de Hawkins. Esos 3 son Luffy, Kid y Law y lo de enfrente no tengo ni idea de que puede ser. 100% seguro, Oda está enfermo, es capaz. https://t.co/t4LbensQ1D","Benavente, España",seguro,Twitter
2021-10-22 22:31:43+00:00,ahora si estoy 100% seguro que 🔵🔵 https://t.co/cTy3pDBdJf,Ciudad de México ,seguro,Twitter
2021-10-22 22:31:32+00:00,"@pulzo @petrogustavo @marioherzam Que bueno. Cierre y abrase de acá, que de seguro hay muchas empresas de pequeños artesanos a los que le iría muy bien.",colombia,seguro,Twitter
2021-10-22 22:30:54+00:00,Me acabo de dar cuenta q mi cel tiene un botón llamado no interrumpir y no se en q momento de ayer le di clic o seguro mientras me estaba quedando dormida....el punto es q yo re tranqui viendo Netflix todo el día y acabo de notar q lo tenía y apenas me llegaron las notificaciones,She/Her | México | 20,seguro,Twitter
2021-10-22 22:30:39+00:00,"¿Seguro que tienen ese dinero? Lo digo más que nada por todos los ""regalos"" hacia otros países https://t.co/p1NrzEIS48","Valencia, España",seguro,Twitter
2021-10-22 22:30:38+00:00,¿Alguien les preguntó por su género? Seguro que eran mujeres 🤷‍♂️ https://t.co/UrTgRvwqZc,"Soria, Castilla, las Españas",seguro,Twitter
2021-10-22 22:30:23+00:00,Esta seguro que no la vio venir Apple. iOS 15 cuenta con una funcionalidad nueva en la cámara que permite reconocer textos con ella. Y l...  Vía: @applesfera https://t.co/L5md8aTASY,Colombia - Argentina - Panamá,seguro,Twitter
2021-10-22 22:30:19+00:00,Por dios acabo de enterarme de movidon con el cafe y seguro q por eso adara le dio solo 1 a cynthia,"Comunidad de Madrid, España",seguro,Twitter
2021-10-22 22:30:08+00:00,"@_teofrasto Seguro que lo implica? He leído análisis de juristas que dicen lo contrario.

Tengo curiosidad y confusión, no sé si tendrás una fuente que lo explique de forma clara para amateurs.",España,seguro,Twitter
2021-10-22 22:30:06+00:00,@taltalivan Jajaja seguro es reptiliano https://t.co/Dvy3oTBUVM,"Bogotá, D.C., Colombia",seguro,Twitter
2021-10-22 22:29:56+00:00,"@AlvaroUribeVel @julya140912 Si no se unen, y no demuestran humildad politica ya tenemos seguro a Petro de presidente.",Colombia,seguro,Twitter
2021-10-22 22:29:46+00:00,@AreliPaz @UNAM_MX De seguro viene la universidad bienestar 🤣🤣,Mexico,seguro,Twitter
2021-10-22 22:29:41+00:00,"Enhorabuena @Lourdes_Cardona 👏👏👏. Te deseo mucha suerte y aciertos, que conociéndote, seguro que los tendrás. https://t.co/jniNd5pfkS","Eivissa, España",seguro,Twitter
2021-10-22 22:29:13+00:00,"Bueno queridos amigos/as. Como no quiero quedarme sin material de unboxings de #DragonBall, andaremos un mes aprox con unboxings de #KimetsuNoYaiba y mejoras a ESTOS a parte.
Espero que os guste y notéis los pequeños cambios dedicados a estos 😜
Estoy seguro que os gustarán 😉 https://t.co/eOYSNTIsYN","Comunidad de Madrid, España",seguro,Twitter
2021-10-22 22:29:12+00:00,Seguro que pese al gran cabreo de los miembros del CGPJ no dimite ninguno/a. Se admiten apuestas... https://t.co/M5sUzwGe3l,España,seguro,Twitter
2021-10-22 22:28:20+00:00,"#20AñosDeOT llevo 4h viendo el programa y no me he dado ni cuenta, qué buena compañía con los concursantes de OT1♥️ se tendría que repetir la edición íntegra por TV, resúmenes y todo, seguro que lo volvía a petar, tenedlo en cuenta!!","España, Barcelona, L'H",seguro,Twitter
2021-10-22 22:28:01+00:00,@CamilaMariaBM No les falta sino ofrecerle a uno un seguro pa la comida 🤷,"Medellín, Colombia",seguro,Twitter
2021-10-22 22:26:34+00:00,@Psyrgery Yo lo tengo en PS4 en físico jeje es una maravilla te va gustar seguro https://t.co/eNAKWTcsNM,"Málaga, España",seguro,Twitter
2021-10-22 22:26:14+00:00,@Korleone41 Jajajaa... Seguro que acierto porque tú lo has contado muy bien ¡Cómo siempre!,"Huesca, España",seguro,Twitter
2021-10-22 22:26:06+00:00,"@CarlosToledo94 @masquebasketpal @Jsanz6 Igualmente man!! Si jugais como hoy, caerán muchas victorias seguro!!","Palencia, España",seguro,Twitter
2021-10-22 22:25:51+00:00,"@davidcastro700 @Tanita10086405 @elmundoes Se nota el sectarismo en sus comentarios, seguro que es de esos q cree que VOX debería ser ilegalizado y por ende nada de lo que hagan está bien.","MLG, ESPAÑA",seguro,Twitter
2021-10-22 22:25:00+00:00,@Mauriciodelaga1 @NikolaLobo Se debe practicar con casco y seguro de daños.,"Mexico, Central Luzon",seguro,Twitter
2021-10-22 22:24:59+00:00,"Me dije a mi mismo que seguro no soy más idiota solo por que no puedo, y yo de idiota lo tome como reto",México paved the way,seguro,Twitter
2021-10-22 22:24:38+00:00,"@JulianMCespedes Yo creeria que nacional no lo saca,lo sacan los jueces junto con el var,con esa forma de robar!!!Enserio que nacional tiene un buen equipo,no necesita robar como lo ha hecho,pobre quindio y cali,ah y lo más seguro,también pobre América,bien malos y var en contra..","Líbano, Colombia",seguro,Twitter
2021-10-22 22:24:30+00:00,"@El_Universal_Mx Claro que se va a revertir, regresarán el Seguro Popular, estancias infantiles, estancias para la mujer y apoyos que quitado para tu beneficio @lopezobrador_ ya falta menos.","Puebla, México",seguro,Twitter
2021-10-22 22:24:21+00:00,@MisOctubre Cuidate mucho no mires para tras mira al presente que seguro el futuro te trae cosas bonitas,España.,seguro,Twitter
2021-10-22 22:24:10+00:00,"@mezclillaguarra @Sonos Sí, seguro. https://t.co/jCsaQ4MWzJ",México,seguro,Twitter
2021-10-22 22:24:07+00:00,@Pilocha16 @Godoy_77_ @Criss519 Yo no la juzgue nunca pues eso era cosa de ellos a mi me gustaba verlos juntos veia una Adara que ahora con Rodri no veo y seguro que el no le va a dar lo qie ella quiera..........,españa,seguro,Twitter
2021-10-22 22:23:49+00:00,@clarincom Alguien los manda o pagan a los de utilería p/ q pongan cosas reales y se dañen o accidenten! Como fue con los Lee enemigos gratuitos de  Baldwin también los enviaron Vs el actor! Es lo más seguro! Que el Eterno bendiga lo bendiga! @ADelia5A @SinLinea_Mx @USAHOLA @CanalHollywood,"Jalisco,México",seguro,Twitter
2021-10-22 22:23:29+00:00,"@Anime_Onegai @larubisco (no es alguien de anime pero aprecia el arte 😎)  @raulmanx (Creador gráfico que estoy seguro que le gustará los animes en su catálogo) @jorgebreak (Boomer que adora criticar todo lo moderno, apreciará el material nuevo para destrozar 🤣🤣)","Distrito Federal, México",seguro,Twitter
2021-10-22 22:23:25+00:00,"Hoy probé el Ibispaint y es increible lo que se puede hacer! 😮 con el Photoshop no puedo hacer estas cosas🙄no esta el Ibispaint en Pc asi que con un emulador Android intentaré usar mi tableta gráfica seguro es más fácil de usar,quiero probar a editar capturas de los Sims 4 😍 https://t.co/0LPEa7yzen",🇪🇸 España (Spain) 🇪🇸,seguro,Twitter
2021-10-22 22:23:22+00:00,"Si me mandas un audio, ten por seguro que no lo escuchare.","Jalisco, México",seguro,Twitter
2021-10-22 22:23:14+00:00,@sinnerap0va Estas seguro? Segurísimo?,"Madrid, España",seguro,Twitter
2021-10-22 22:21:35+00:00,"no es por nada....seguro q son capaces de llevarse arena de la duna,  son unos traviesos JAJJAJAJAJAJA",España,seguro,Twitter
2021-10-22 22:21:29+00:00,@jocantaro2 Música rara seguro 🤔🤔🤔,"Torremolinos, España",seguro,Twitter
2021-10-22 22:21:24+00:00,"#Guadalajara | Buscan Lemus un Centro Histórico limpio, seguro, ordenado y próspero

Más detalles 👉https://t.co/tw0kRCb9NF https://t.co/MoUXbjiOJK","Guadalajara, Jalisco, México",seguro,Twitter
2021-10-22 22:21:13+00:00,"Muy bien, se lo merece. Encima seguro que se saca el carnet de Comandante de aviación y de piloto militar. https://t.co/BbxmZyb7rH","Bilbao, España",seguro,Twitter
2021-10-22 22:21:10+00:00,@g_quadri Se siente seguro de que chingara a México.,México ,seguro,Twitter
2021-10-22 22:20:44+00:00,Cada día estoy más seguro de que ella es la persona con la que siempre voy a querer estar 🤞,"Sonora, México",seguro,Twitter
2021-10-22 22:20:24+00:00,"@panaclo @lopezobrador_ Seguro va a mandar al carnal Marcelo, es el comodín... O mandara al experto en vacunas @HLGatell ? https://t.co/1PU7ZdcErU","Puebla, México",seguro,Twitter
2021-10-22 22:20:19+00:00,"@angeln1981 @nasho8104 @RevistaSemana Seguro,como pueden ser tan ignorantes y creer en ese tipo.","Barranquilla, Colombia",seguro,Twitter
2021-10-22 22:20:11+00:00,@Rortiz_ESPN @ESPNMarioKempes @martinainstein Exijo pago por evento @StarPlusLA @ESPNmx @ESPNDeportes 😡😡😡 tienen un día para aún hacerlo realidad estoy seguro que muchos lo pagarían,"Aguascalientes, México",seguro,Twitter
2021-10-22 22:19:33+00:00,"Si es paciente masculino y el nombre empieza con G,seguro es multiconsultante","Medellín, Colombia",seguro,Twitter
2021-10-22 22:19:26+00:00,@robertus_22 seguro que no va en tren xd,"Plasencia, España",seguro,Twitter
2021-10-22 22:19:07+00:00,"@migui9909 Illo el primero, algo chungo seguro tiene q pasar JAJAJAJJA","Motril, España",seguro,Twitter
2021-10-22 22:18:55+00:00,"@samm0889 Hola Samuel, si en un futuro andas en búsqueda de un nuevo seguro, te invito a cotizarlo en https://t.co/2FFDswWKKj, una plataforma que te permite comparar con diferentes aseguradoras y contratar en línea
@AnterMx",México,seguro,Twitter
2021-10-22 22:18:54+00:00,"@manuelb98569141 Wou brillan, estoy seguro que lloraràn de la emoción!!!!",México,seguro,Twitter
2021-10-22 22:18:24+00:00,"@NachoRgz En un condominio colocamos paneles para las calderas de una alberca. Inmediatamente se redujo el gasto en  gas un 60%. No son para energía eléctrica, pero si es el mismo principio de operación.

De seguro, tu crees que estos paneles no funcionan en invierno🤦🏻‍♂️",Mexico,seguro,Twitter
2021-10-22 22:18:03+00:00,"Siempre voy a estar orgulloso y feliz de esa gran mujer, se merece cosas maravillosas en esta vida, tiene todo para ser una gran persona y estoy seguro que lo va a lograr, quiero verla triunfar siempre y desde lejitos decir, yo sabía que lo iba a lograr.","Soacha, Colombia",seguro,Twitter
2021-10-22 22:17:38+00:00,"MUCHO RT porfa a ver si conseguimos que hagan caso, ellos ahora son el tirón que necesitamos porque somos muchos seguidores de SS y seguro se recauda mucho🙏 https://t.co/Sy25rFkAfU","Madrid, España",seguro,Twitter
2021-10-22 22:17:28+00:00,"@EmilyButSad No lo estas! estoy seguro que tienes a mucha gente que se preocupa por ti, incluyéndome",México,seguro,Twitter
2021-10-22 22:17:20+00:00,"Hay 10 personas y de ellas 2 están escuchando música a un alto volumen, quedan 8. De esas 8, es muy posible que 4 escuchen música pero a un volumen prudente para NO MOLESTAR a otras personas. De esas 4 faltan, es muy seguro que están ocupadas en algo y son distraídas. https://t.co/SBa6721I6M","Colima, México",seguro,Twitter
2021-10-22 22:17:16+00:00,@camilo1akithoy Es que lo digo porque el Invima no autorizó sino que le da la potestad a Minsalud de hacerlo y pues lo más seguro es que Minsalud lo haga.,"Pereira, Colombia",seguro,Twitter
2021-10-22 22:16:55+00:00,"@marianabtch @AMusicalFish @carlazacatecana @monse_mejorada @DonPerIgnnon @ChairosY @SotoJM78 @StarkGuy94 @Luiscarpintero @pacodiazn @MrTouchemx @JAX_MASTERS @Soloporchingar_ @odiokmearroben @CardielOshun @LeoTigreX @NAHIMKERUVIN No por favor no lo invoques, seguro le gusto la prueba de Covid por tacto rectal y allá debe estar súper feliz",Mexico,seguro,Twitter
2021-10-22 22:16:52+00:00,"@eavendrell @GajateElena El problema aparece cuando te llegan en cursos superiores con una obsesión generalizada por el resultado. En fin… Es complicado, y hay que sudar mucho, pero lo conseguiremos. Seguro.","Albacete, España",seguro,Twitter
2021-10-22 22:16:19+00:00,@Superservicios con ustedes se puede denunciar que @grupovanti engaña a la gente diciendo que no son seguros #Vantiamigo y después dicen que es seguro? Y para cancelarlo no responden?,Bogotá-Colombia,seguro,Twitter
2021-10-22 22:16:09+00:00,"@andres_vmtz97 @olizar Hola, si andan en búsqueda de nuevas opciones en seguro, les invito a cotizar en https://t.co/2FFDswWKKj, una plataforma mexicana que permite cotizar, comparar con diferentes aseguradoras y contratar en línea
@AnterMx",México,seguro,Twitter
2021-10-22 22:16:04+00:00,"@soyvictorblanco @Yosoycorra Lamentable tu caso! seguro no eres de África, pero por lo visto, muchos africanos escriben mejor que tú, aun pasando hambre 🤫","Huelva, España",seguro,Twitter
2021-10-22 22:16:01+00:00,@MisOctubre Seguro que se hacen cakita,España.,seguro,Twitter
2021-10-22 22:15:52+00:00,@CNNEE Lo más seguro es que no quiera desarrollar alguno de estos síntomas... https://t.co/wuZs903gSe,México,seguro,Twitter
2021-10-22 22:15:06+00:00,"@ConsEspCDMX el 13 de diciembre de 2019 realicé el trámite de renovación de pasaporte, pero no estoy seguro si lo llegué a recoger (por el tema de la pandemia)... Estoy revisando en https://t.co/mKR6TZx5iq y marca que el pasaporte se encuentra en la oficina consular.","Mexico DF, Mexico",seguro,Twitter
2021-10-22 22:15:01+00:00,"¿Te han robado el coche y ha aparecido con daños?

En #InfoSobreSeguros te explico qué desperfectos cubre un seguro de coche y cuáles no en caso de que aparezca destrozado tras su robo Y si tienes dudas, ¡contáctame! https://t.co/7ywh4zKue9","Zaldibar, España",seguro,Twitter
2021-10-22 22:15:00+00:00,"El próximo lunes es el Día de todos los Santos, una efeméride para acordarnos de los que ya no están y para pensar en los nuestros cuando ya no estemos. Por eso, queremos hablarte del seguro de decesos: https://t.co/0E3KTeFfve
@EstamosSeguros_","Fregenal de la Sierra, España",seguro,Twitter
2021-10-22 22:14:58+00:00,"@MiguelCoronaGa2 Fíjate que no estoy muy seguro si tenga que ver con el intelecto, si me queda claro que las intenciones son lo que menos le importa a este par, pero  este par gano por la delincuencia, compraron botos a la fuerza. Lastima por NL. Saludos https://t.co/ASjvMl3A2k",Viva México ,seguro,Twitter
2021-10-22 22:14:45+00:00,Lo peor es que siempre me invitaba a sus reuniones familiares y yo iba confiado en que era un lugar seguro,"Chihuahua, México",seguro,Twitter
2021-10-22 22:14:37+00:00,"@TristeTropico Hola, te invito a cotizar el seguro de tu auto en https://t.co/2FFDswWKKj, puedes comparar con diferentes aseguradoras y contratar en línea.",México,seguro,Twitter
2021-10-22 22:14:19+00:00,"Lo que no entiendo es por qué, si lo tienen tan claro, no han denunciado a Marchena y al resto del tribunal por prevaricación, en vez de a Bartet. Aunque seguro que hay alguna explicación jurídica, que no explicará nada, tranquilizará.","Murcia, España",seguro,Twitter
2021-10-22 22:13:55+00:00,@tusugarpapi …conozco amigos que nunca se hallarían fuera de la Ciudad de México por su forma de ser y su carácter de eso estoy seguro.,México,seguro,Twitter
2021-10-22 22:13:48+00:00,"@NanyPardo @FNAraujoR Miren quien habla del movimiento que graba a su propio Mesías recibiendo bolsas de plata en campaña electoral, (para tener un seguro) y ahora se indignan porque los cogen con las manos en la masa. Que cinismo!","Bogotá, Colombia",seguro,Twitter
2021-10-22 22:13:47+00:00,"@Carmina51263761 @Claraben9674 @LolaRui35396673 @RedondoTejera @jacksoneraa @Palmira73992004 @SoniaSomailla @Lunaces28 @GSuanes @SamHeughan @isaborga2 @LolaGutirrez16 @MerchePiscis @GemaRodrigoP @Mediter78124784 Hola Carmina, preciosa!! 💖Muy buenas noches y dulces sueños! El sábado ya empezó, seguro que nos trae Buenos y bonitos momentos para compartir! Que tengáis al menos un Ángel en vuestros sueños!! 😘😘😘😘💖💖💖💖 https://t.co/N8beVDof3Y","Sevilla, España",seguro,Twitter
2021-10-22 22:13:39+00:00,"@Adri_7RM Es más fácil ir a Canadá que a USA, te lo digo x experiencias jajajajajajaja. Pero seguro si viene será a USA, o México en todo caso, no creo que a Canadá le den partidos de mucho peso.",México,seguro,Twitter
2021-10-22 22:13:38+00:00,"@ELTIEMPO Una sola denuncia anonima, debe ser un estudiante rabon, un profesor de universidad va a tener el modus operandi más estúpido que he leído pa sacar plata. No lo creo. Esa sola denuncia anonima estoy seguro que es paja. Por eso el profe lo invita a que ponga pruebas.","Floridablanca, Colombia",seguro,Twitter
2021-10-22 22:13:24+00:00,"@PabloCarrilloL Tus seguidores somos rucos y por eso votamos Jordan,  esta discusión la he tenido con mi hijo de 18 y no esta seguro,  estadísticamente LeBron tiene mejores números","Monterrey NL, Mexico",seguro,Twitter
2021-10-22 22:12:57+00:00,"Un seguro de auto estará ahí para cuando lo necesites, cotiza el tuyo en https://t.co/2FFDswWKKj https://t.co/T2VBysicD0",México,seguro,Twitter
2021-10-22 22:12:52+00:00,@DantesEdmundo_ @Moiss93130174 @anonimojerezano Pues búscalo por YouTube seguro q habrá algún video pero a mi no se me olvidará nunca ese cántico de tengo un amigo q se llama toni después de perder con gol de el y en el.villamarin cantaron eso,"Sevilla, España",seguro,Twitter
2021-10-22 22:12:47+00:00,"Tienes toda la razón Mario, y si le preguntamos a loa usuarios del gas bienestar en Iztapalapa, seguro corroboran los dichos del sr presidente López y loa tuyos. https://t.co/4anlP4Dwzc",México D. F.,seguro,Twitter
2021-10-22 22:12:44+00:00,@_ChrisHummel_ Ay 🥺 pero seguro q otros conejitos son súper majos :3,"Zaragoza, España",seguro,Twitter
2021-10-22 22:12:35+00:00,@Marina93057847 Buenísima onda y con él de seguro si aprendíamos! 🙊,"San Luis Potosí, México",seguro,Twitter
2021-10-22 22:12:29+00:00,"@GustavoBolivar Que pesar que estén tan equivocados, seguro son los que ayudan a transportar cocaína.",Cali colombia ,seguro,Twitter
2021-10-22 22:12:28+00:00,@hamsterfrugal Qué bueno que sí les urge volver 😒seguro se toparon en la entrada y se fueron a pistear siono raza?,México,seguro,Twitter
2021-10-22 22:12:24+00:00,@IwnlYeray @ManditoAdrii Jajajajaja seguro seguro ajajajjajaja,"Barcelona, España",seguro,Twitter
2021-10-22 22:11:56+00:00,"Siempre dando lo mejor, gracias a nuestro personal técnico que día a día hacen de nuestros vuelos un viaje seguro.#MomentosHalcones #charliesierra en Escuela De Aviación Los Halcones https://t.co/773FG6DsC9","Medellin, Colombia",seguro,Twitter
2021-10-22 22:11:41+00:00,"#UNICEPES y la @unsamx unen esfuerzos para la difusión del conocimiento.
Consulta la #videoconferencia “Retos en la #Educación en la era Post - Covid. Vacunación y Retorno Escolar Seguro” a cargo de la Mtra. Verónica Lozano, entrando al siguiente link https://t.co/UND8hqRHBH.",México,seguro,Twitter
2021-10-22 22:11:40+00:00,"@LU1544838351 @cceoficialmx @CFEmx @CortinaGallardo @Coparmex @CONCAMIN @Concanaco @CNH_MX @CRE_Mexico @JoseMedinaMora @ManuelBartlett @CarlosLoret @FEMSA Seguro que si, así como la palabra de @lopezobrador_  se cumple ... https://t.co/4fswP8Ym9j",México,seguro,Twitter
2021-10-22 22:11:26+00:00,"@ExpertoIgualdad Sí, claaaaaro... Seguro que no ""sospecharía"" de un abrazo así...
🤣🤣🤣
⬇️ https://t.co/79v7hfCCF0",España,seguro,Twitter
2021-10-22 22:11:19+00:00,"{¿Sabes lo que es | ¿Conoces lo que es |¿Alguna vez has usado } un {spintax?|texto spinneado?} 

Seguro que si estás en el #tp21challenge si, pero sino, tal vez te este video te interese. Es parte de la documentación de mi proyecto.

https://t.co/NV01F8M4ST",México,seguro,Twitter
2021-10-22 22:11:06+00:00,@Martadpp Seguro o ficha por un equipo de fútbol americano de pateador.,"de Calatorao, Zaragoza, España",seguro,Twitter
2021-10-22 22:10:58+00:00,"@quejigal1 @Apapell Y que buena educación te dieron los tuyos. De colegio de pago, seguro. Dinero perdido","Madrid, España",seguro,Twitter
2021-10-22 22:10:45+00:00,@orvesays @velezfutbol @AsoDeporCali Los “periodistas” de Win no son objetivos. Sobre todo el Velez ese. Que se las pica de sabio. Estoy seguro que si la mano de anoche hubiese sido al contrario el primero en decir que era penal a favor de Nacional es el. Y el Narrador cantante que no conoce los jugadores!!,"Cali, Colombia",seguro,Twitter
2021-10-22 22:10:33+00:00,"El tornillo q le falta a quien dió esa resolución... Q poca, si hubiera un gobierno de otro color seguro tendrían la culpa ellos https://t.co/aZHLIVLVfo",México,seguro,Twitter
2021-10-22 22:10:15+00:00,"@Jorgem80 No, seguro la gente está mal https://t.co/4UtoCBs4ub",México ,seguro,Twitter
2021-10-22 22:10:08+00:00,"@Tam_ohanna @GemmaDeANDRES3 @javiernegre10 @ionebelarra Pero seguro que se fumo muchos 
Porrazos digo","Barcelona, España",seguro,Twitter
2021-10-22 22:09:46+00:00,"@Malena63368941 Yo puedo a es ahora siempre ando por Av Ermita 

Si es seguro contactenme",Todo Mexico ,seguro,Twitter
2021-10-22 22:09:44+00:00,@mariavgmz Seguro ella también te amaría. &lt;3 &lt;3 !!,"CDMX, México.",seguro,Twitter
2021-10-22 22:09:39+00:00,"@MadAhriel Que envidia, bueno seguro que a la siguiente te sale  😉","España, Madrid",seguro,Twitter
2021-10-22 22:09:14+00:00,"@Sandrapb79 Vaya, qué mala suerte que hoy llegaráis tarde, hubiera sido el momento ideal, lo siento cariño, lo has visto de cerca pero la foto no ha podido ser, mañana ¿es seguro que no va salir? ¿Las entrevistas son en el hotel? Id por si acaso. 💋💋",España,seguro,Twitter
2021-10-22 22:09:06+00:00,@riosgonzalezp Si seguro https://t.co/7SNpNfSX8z,"Bogotá, D.C., Colombia",seguro,Twitter
2021-10-22 22:08:45+00:00,@Lena47847078 @Elena88317776 @AliAman91158412 @javimalote Na bueno seguro,"Sevilla, España",seguro,Twitter
2021-10-22 22:07:33+00:00,"María: tú vas a mear? 
Yo: no 
María: seguro? No váyase que te entre ganas luego","Huelva, España",seguro,Twitter
2021-10-22 22:07:13+00:00,@ReRodriguez31 @NelsonD81099007 @Domel @AlertaNews24 De seguro @ReRodriguez31 era estudianta y de niña quería ser cantanta...,México ,seguro,Twitter
2021-10-22 22:07:12+00:00,"@AMusicalFish @carlazacatecana @marianabtch @monse_mejorada @DonPerIgnnon @ChairosY @SotoJM78 @StarkGuy94 @Luiscarpintero @pacodiazn @MrTouchemx @JAX_MASTERS @Soloporchingar_ @odiokmearroben @CardielOshun @LeoTigreX @NAHIMKERUVIN No por favor! Donde hoy @Luiscarpintero sea tendencia en twitter, seguro se suicida como el picachu",Mexico,seguro,Twitter
2021-10-22 22:07:07+00:00,"TITANES DE QUERETARO QUIERE MANTENER EL LIDERATO 

Titanes de Querétaro buscar este sábado mantener el Super liderato del grupo nueve el la tercera división profesional cuando reciba a Tequisquiapan en el estadio del seguro social a las cuatro de la tarde.
@Titanesqro @LigaTDP https://t.co/b8FAY0D7GP","Querétaro Arteaga, México",seguro,Twitter
2021-10-22 22:07:06+00:00,"@Sigfried1610 @Gremlin_moja0 @Apapell @sinisterravente @SergioWalkingUp Yo no hago cuentas sobre elecciones, hasta que no se han convocado. Tengo claro que es una muy buena candidata, pero necesita cambiar a mucha gente en el partido, estoy seguro que no aceptará nada que no le haga sentirse útil, incluso rechazar su candidatura si fuera necesario.","Granada, España",seguro,Twitter
